Apr,Aug,Average Employment Annual,Average Employment Qtr 1,Average Employment Qtr 2,Average Employment Qtr 3,Average Employment Qtr 4,Average Female Employment Annual,Average Female Employment Qtr 1,Average Female Employment Qtr 2,Average Female Employment Qtr 3,Average Female Employment Qtr 4,Average Wage Annual,Average Wage Qtr 1,Average Wage Qtr 2,Average Wage Qtr 3,Average Wage Qtr 4,County,Dec,Feb,Jan,Jul,Jun,Mar,May,Nov,Number of Establishments Annual,Number of Establishments Qtr 1,Number of Establishments Qtr 2,Number of Establishments Qtr 3,Number of Establishments Qtr 4,Oct,Sep,Total Wages Annual,Total Wages Qtr 1,Total Wages Qtr 2,Total Wages Qtr 3,Total Wages Qtr 4,Type,Year
16397,19382,17334,14698,17652,19191,17796,2007,1790,2101,2101,2034,38015,9072,9047,9177,10665,Vermont,16979,14520,14914,19341,18758,14660,17800,17861,3165,3092,3147,3215,3206,18549,18850,658955,133341,159699,176120,189796,Construction supersector,2006
35934,36499,36224,35880,36217,36394,36404,10682,10476,10623,10709,10921,47731,12359,11620,11548,12208,Vermont,36497,35926,35996,36493,36524,35717,36192,36370,1138,1128,1134,1144,1144,36346,36189,1728998,443453,420850,420263,444433,Manufacturing supersector,2006
26066,26336,26189,25907,26261,26279,26309,7002,6906,6959,6983,7160,51305,13294,12458,12384,13175,Vermont,26367,25923,25917,26398,26400,25882,26316,26288,749,742,748,754,751,26272,26104,1343640,344417,327168,325442,346613,Durable Goods manufacturing,2006
9868,10163,10035,9972,9956,10114,10095,3680,3570,3664,3726,3761,38403,9931,9410,9375,9690,Vermont,10130,10003,10079,10095,10124,9835,9876,10082,389,386,386,390,393,10074,10085,385358,99036,93681,94822,97819,Non-Durable Goods manufacturing,2006
189343,197495,194771,194439,192510,196419,195717,108590,107090,108868,108307,110096,32437,8223,7780,7922,8507,Vermont,198773,194386,194812,196845,196804,194120,191384,193524,18128,17912,18085,18302,18212,194853,194918,6317714,1598883,1497775,1556074,1664982,Service Providing domain,2006
58159,59306,59318,58310,59004,59204,60754,25096,24184,24913,24848,26437,31019,7771,7536,7614,8089,Vermont,61691,58119,58761,59152,59696,58050,59158,60781,5563,5532,5566,5611,5541,59791,59155,1840021,453123,444646,450795,491457,"Trade, Transportation, and Utilities supersector",2006
10157,10442,10304,10153,10205,10398,10460,2916,2866,2835,2937,3025,47283,11741,11488,11587,12455,Vermont,10538,10102,10198,10332,10192,10159,10265,10431,1358,1327,1342,1385,1377,10412,10419,487197,119209,117228,120473,130287,Wholesale trade,2006
39533,40714,40454,39578,40234,40510,41496,19860,19046,19843,19625,20925,24295,6041,5920,5965,6361,Vermont,42214,39479,39921,40726,40868,39334,40300,41593,3600,3606,3614,3614,3565,40680,40089,982840,239072,238176,241633,263960,Retail trade,2006
6753,6403,6836,6864,6835,6557,7086,1909,1863,1818,1878,2078,33823,8145,8235,8671,8770,Vermont,7224,6829,6927,6345,6888,6837,6865,7043,557,551,562,564,551,6991,6922,231203,55913,56289,56854,62147,Transportation and warehousing,2006
1716,1747,1725,1715,1731,1740,1712,411,409,417,408,409,80476,22703,19041,18293,20477,Vermont,1715,1709,1715,1749,1748,1720,1728,1714,48,48,48,48,48,1708,1725,138781,38929,32953,31836,35063,Utilities,2006
5965,5988,6024,6138,6012,5983,5962,3022,3085,3072,3006,2924,41244,10241,10076,10134,10798,Vermont,6002,6111,6098,6008,6038,6204,6034,5946,499,489,496,506,504,5937,5954,248442,62854,60578,60634,64375,Information supersector,2006
12857,13134,12947,12907,12983,13055,12843,8126,8167,8218,8049,8069,49239,14315,11303,11449,12187,Vermont,12893,12905,12910,13125,13188,12906,12903,12784,1765,1747,1756,1776,1782,12853,12905,637490,184761,146742,149464,156524,Financial Activities supersector,2006
9664,9713,9672,9690,9689,9674,9636,6675,6712,6737,6607,6643,55822,16757,12639,12942,13479,Vermont,9672,9701,9695,9710,9752,9675,9650,9618,981,972,976,988,989,9619,9599,539925,162379,122452,125202,129893,Finance and insurance,2006
3193,3421,3275,3217,3294,3381,3207,1451,1455,1481,1442,1426,29795,6958,7374,7177,8304,Vermont,3221,3204,3215,3415,3436,3231,3253,3166,784,775,780,788,793,3234,3306,97564,22382,24290,24262,26632,Real estate and rental and leasing,2006
22041,22986,22235,21539,22416,22804,22183,9761,9703,9846,9816,9677,45405,12124,10294,10428,12619,Vermont,22103,21507,21515,22846,22863,21594,22344,22000,3887,3767,3850,3956,3973,22447,22579,1009608,261126,230753,237792,279937,Professional and Business Services supersector,2006
13212,13398,13256,13111,13221,13348,13343,6465,6482,6423,6454,6502,57358,15612,12740,12894,16120,Vermont,13555,13107,13013,13374,13316,13213,13135,13203,2716,2633,2687,2764,2781,13272,13272,760326,204688,168432,172108,215099,Professional and technical services,2006
328,299,304,292,326,295,303,131,124,137,115,147,64387,18598,14688,14552,16706,Vermont,322,279,287,305,323,310,327,307,21,22,21,21,21,280,281,19574,5431,4788,4293,5062,Management of companies and enterprises,2006
8501,9289,8676,8136,8869,9161,8537,3165,3097,3286,3247,3028,26478,6270,6487,6702,7002,Vermont,8226,8121,8215,9167,9224,8071,8882,8490,1149,1112,1142,1171,1171,8895,9026,229708,51008,57533,61392,59776,Administrative and waste services,2006
51492,51721,52023,51476,51670,51991,52954,39815,39053,39490,40007,40708,34479,8464,8372,8686,8949,Vermont,53401,51553,51179,51912,51896,51696,51623,52751,2204,2186,2200,2214,2214,52710,52339,1793686,435677,432561,451585,473863,Education and Health Services supersector,2006
9442,8759,9343,9473,9191,9018,9691,5504,5524,5214,5498,5778,35667,8760,8720,9538,8678,Vermont,9744,9579,9304,8868,8926,9535,9205,9655,340,335,340,344,342,9675,9428,333248,82979,80149,86015,84105,Educational services,2006
42050,42962,42679,42003,42479,42972,43263,34311,33529,34276,34509,34930,34219,8397,8296,8507,9009,Vermont,43657,41974,41875,43044,42970,42161,42418,43096,1863,1851,1860,1870,1872,43035,42911,1460438,352699,352412,365570,389758,Health care and social assistance,2006
29953,35164,33241,35306,31411,34217,32031,18047,18252,18501,17833,17602,16773,4129,4014,4300,4326,Vermont,33712,35450,35594,34560,33942,34873,30338,30372,2210,2196,2215,2224,2203,32010,32928,557563,145783,126076,147122,138583,Leisure and Hospitality supersector,2006
3547,4768,3977,3545,4122,4703,3537,2000,1840,2274,2096,1790,19355,4537,4630,4690,5582,Vermont,3411,3631,3471,4917,4694,3533,4124,3293,422,412,424,430,421,3907,4425,76969,16084,19084,22059,19743,"Arts, entertainment, and recreation",2006
26406,30396,29265,31761,27289,29514,28494,16047,16412,16227,15737,15812,16422,4084,3921,4237,4171,Vermont,30301,31819,32123,29643,29248,31340,26214,27079,1788,1784,1791,1794,1782,28103,28503,480594,129699,106992,125063,118840,Accommodation and food services,2006
8876,9196,8983,8764,9014,9165,8989,4725,4646,4828,4748,4679,25705,6339,6259,6403,6702,Vermont,8971,8741,8755,9242,9181,8797,8984,8890,2002,1995,2002,2015,1995,9105,9058,230904,55559,56420,58681,60244,"Other services, except public administration supersector",2006
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2006
5937,6023,5991,6008,5967,5999,5990,na,na,na,na,na,56188,13027,14083,13973,15108,Vermont,6000,6010,6050,6016,6005,5964,5958,5987,601,600,601,601,601,5984,5958,336621,78267,84028,83826,90501,Federal Government,2006
16387,16109,16282,16115,16035,16356,16620,8624,8540,8350,8899,8706,43643,11510,10176,11544,10415,Vermont,16431,16286,15686,15890,16111,16374,15607,16614,266,266,266,266,266,16816,17069,710585,185493,163170,188815,173107,State government,2006
31489,22090,29317,31134,31243,23559,31330,20177,20606,19791,19445,20864,32023,7513,8808,7845,7816,Vermont,31524,31326,30907,18821,30380,31170,31859,31372,831,829,831,832,832,31095,29765,938789,233915,275183,184823,244867,Local government,2006
297732,302164,303438,301482,302949,302020,307302,na,na,na,na,na,36949,9150,9062,9083,9648,Vermont,309801,301611,301312,298008,308498,301524,302618,305302,24777,24609,24874,24832,24794,306804,305888,11211760,2758452,2745247,2743101,2964961,Total Covered -  all ownerships,2007
244021,256765,251534,247917,249339,255545,253335,121562,120146,121729,121112,123260,36323,9029,8796,8888,9607,Vermont,255700,247662,248390,256823,255333,247700,248662,251441,23213,23048,23310,23269,23226,252864,253046,9136576,2238447,2193070,2271160,2433898,Private ownership,2007
54036,58141,55815,53097,56408,57886,55868,13334,12985,13527,13353,13470,45446,11521,11060,11014,11875,Vermont,54916,52766,53535,58328,58216,52989,56972,55861,4772,4753,4782,4794,4759,56828,57188,2536543,611717,623852,637544,663429,Goods Producing domain,2007
2910,3350,3084,2739,3168,3354,3074,777,669,886,864,690,30876,7456,7529,7469,8422,Vermont,2926,2695,2705,3393,3353,2818,3242,3067,422,418,418,424,427,3230,3319,95222,20424,23855,25052,25891,Natural Resources and Mining supersector,2007
2184,2589,2361,2093,2417,2590,2344,705,603,810,786,622,25586,6126,6225,6199,7033,Vermont,2220,2080,2071,2622,2586,2128,2481,2332,362,360,359,364,365,2480,2560,60412,12823,15046,16057,16486,"Agriculture, forestry, fishing and hunting",2007
726,761,723,646,751,764,730,72,66,76,78,68,48153,11761,11724,11778,12878,Vermont,706,615,634,771,767,690,761,735,60,58,59,60,62,750,759,34810,7602,8809,8994,9406,Mining,2007
15345,18688,16831,14598,17210,18533,16982,1974,1841,2051,1994,2011,40018,9699,9689,9605,11022,Vermont,16083,14236,15120,18793,18556,14439,17730,17008,3210,3176,3221,3232,3211,17855,18117,673537,141593,166752,178010,187181,Construction supersector,2007
35781,36103,35900,35759,36029,35999,35812,10582,10475,10590,10495,10769,49242,12576,12025,12069,12576,Vermont,35907,35835,35710,36142,36307,35732,36000,35786,1140,1159,1143,1138,1121,35743,35752,1767785,449699,433245,434483,450357,Manufacturing supersector,2007
26062,26204,26109,25962,26228,26154,26091,7080,6969,7092,7014,7245,53100,13646,12952,13007,13499,Vermont,26150,26022,25950,26261,26360,25915,26262,26115,744,756,749,741,728,26007,25996,1386365,354294,339703,340177,352191,Durable Goods manufacturing,2007
9719,9899,9791,9797,9801,9845,9721,3502,3506,3498,3481,3524,38956,9739,9544,9579,10098,Vermont,9757,9813,9760,9881,9947,9817,9738,9671,397,403,394,397,393,9736,9756,381420,95405,93542,94306,98166,Non-Durable Goods manufacturing,2007
189985,198624,195719,194821,192931,197659,197467,108228,107161,108202,107759,109790,33722,8350,8134,8265,8966,Vermont,200784,194896,194855,198495,197117,194711,191690,195580,18441,18295,18528,18475,18467,196036,195858,6600032,1626730,1569218,1633616,1770469,Service Providing domain,2007
57608,58643,59074,58344,58528,58742,60682,24748,24136,24655,24302,25897,31948,7898,7901,7847,8291,Vermont,61582,58200,58977,59011,59400,57854,58577,60837,5588,5560,5610,5591,5592,59627,58572,1887300,460820,462404,460945,503130,"Trade, Transportation, and Utilities supersector",2007
10282,10261,10300,10317,10329,10281,10273,2926,2962,2915,2887,2940,48017,11965,11395,11842,12819,Vermont,10295,10257,10403,10349,10382,10290,10323,10288,1419,1396,1431,1426,1424,10237,10232,494573,123440,117696,121748,131689,Wholesale trade,2007
39049,40292,40247,39556,39754,40166,41512,19470,18930,19445,19078,20426,24947,6030,6183,6138,6579,Vermont,42259,39488,40003,40529,40433,39178,39781,41695,3570,3568,3578,3569,3566,40583,39677,1004030,238543,245808,246556,273122,Retail trade,2007
6532,6329,6790,6760,6688,6537,7176,1922,1834,1856,1900,2098,34893,8385,8643,8883,8971,Vermont,7310,6737,6858,6360,6814,6685,6718,7137,553,549,555,551,557,7082,6921,236932,56681,57805,58066,64380,Transportation and warehousing,2007
1745,1761,1737,1711,1757,1759,1720,430,410,439,437,433,87393,24643,23389,19660,19731,Vermont,1718,1718,1713,1773,1771,1701,1755,1717,46,47,46,45,45,1725,1742,151765,42156,41095,34575,33938,Utilities,2007
5889,6021,5933,5942,5909,5995,5885,2874,2863,2880,2908,2846,43153,10920,10513,10636,11087,Vermont,5927,5939,5948,6002,5949,5938,5889,5863,507,514,505,503,507,5866,5961,256010,64885,62119,63757,65248,Information supersector,2007
12813,13045,12905,12870,12932,13011,12809,8037,8097,8074,7943,8033,53969,15505,11719,12326,14445,Vermont,12828,12866,12878,13103,13091,12867,12892,12788,1806,1801,1814,1804,1804,12811,12884,696493,199560,151546,160364,185023,Financial Activities supersector,2007
9614,9603,9596,9628,9641,9587,9530,6581,6675,6613,6474,6560,61790,18190,13159,13988,16460,Vermont,9541,9634,9627,9640,9710,9624,9598,9546,1017,1006,1023,1020,1019,9502,9519,592965,175142,126863,134104,156855,Finance and insurance,2007
3199,3442,3309,3242,3291,3423,3279,1456,1422,1461,1469,1473,31287,7532,7499,7671,8590,Vermont,3287,3232,3251,3463,3381,3243,3294,3242,789,795,791,784,785,3309,3365,103528,24418,24682,26260,28168,Real estate and rental and leasing,2007
22093,23109,22354,21364,22585,22970,22497,9608,9426,9622,9638,9744,46196,11047,10704,11001,13432,Vermont,22518,21304,21207,23032,23062,21581,22600,22298,4069,3963,4100,4096,4117,22675,22770,1032666,236010,241761,252705,302190,Professional and Business Services supersector,2007
13350,13361,13306,13163,13313,13323,13424,6345,6394,6315,6251,6419,57264,13333,13169,13554,17172,Vermont,13604,13196,13025,13367,13375,13267,13214,13344,2817,2761,2830,2831,2846,13323,13242,761929,175501,175324,180589,230515,Professional and technical services,2007
348,292,317,303,340,295,329,136,129,140,117,156,66809,20004,15364,15562,16066,Vermont,350,304,293,314,335,312,338,352,24,22,23,24,25,284,278,21156,6061,5229,4586,5280,Management of companies and enterprises,2007
8395,9456,8732,7898,8932,9352,8745,3127,2903,3167,3270,3169,28583,6894,6853,7221,7593,Vermont,8564,7804,7889,9351,9352,8002,9048,8602,1229,1180,1247,1241,1246,9068,9250,249580,54448,61208,67530,66395,Administrative and waste services,2007
53020,53449,53591,52946,53212,53687,54518,40807,40346,40688,40888,41306,35731,8696,8685,9039,9300,Vermont,54580,53015,52446,53639,53623,53377,52992,54698,2251,2245,2254,2252,2251,54277,53974,1914858,460432,462117,485277,507032,Education and Health Services supersector,2007
9443,8883,9341,9403,9189,9125,9648,5553,5816,5215,5482,5698,37402,9094,9216,9965,9148,Vermont,9715,9536,9172,9059,8943,9500,9181,9564,337,334,342,339,334,9665,9434,349379,85509,84682,90931,88256,Educational services,2007
43577,44566,44250,43543,44023,44562,44870,35254,34530,35473,35406,35608,35378,8610,8574,8849,9333,Vermont,44865,43479,43274,44580,44680,43877,43811,45134,1913,1911,1912,1913,1917,44612,44540,1565479,374922,377435,394346,418776,Health care and social assistance,2007
29761,35225,32888,34494,30819,34152,32086,17504,17673,17597,17432,17315,17506,4287,4254,4409,4555,Vermont,34347,34724,34550,34540,32879,34208,29818,30163,2198,2193,2216,2199,2182,31747,32692,575719,147875,131112,150590,146141,Leisure and Hospitality supersector,2007
3337,4757,3948,3537,4002,4659,3593,1994,1857,2196,2092,1832,19832,4693,4534,4742,5972,Vermont,3531,3575,3438,4857,4599,3597,4071,3296,414,417,424,410,406,3952,4363,78293,16597,18147,22092,21457,"Arts, entertainment, and recreation",2007
26424,30468,28940,30957,26817,29493,28493,15510,15816,15401,15340,15483,17188,4241,4212,4357,4376,Vermont,30816,31149,31112,29683,28280,30611,25747,26867,1783,1776,1792,1789,1776,27795,28329,497426,131278,112966,128498,124684,Accommodation and food services,2007
8801,9132,8974,8861,8945,9102,8989,4651,4620,4686,4648,4649,26407,6449,6502,6590,6864,Vermont,9002,8848,8849,9168,9113,8886,8922,8933,2023,2019,2029,2030,2014,9033,9005,236987,57148,58158,59977,61704,"Other services, except public administration supersector",2007
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2007
5837,5987,5939,5884,5884,5994,5995,na,na,na,na,na,58620,13912,15494,13687,15528,Vermont,5985,5848,5972,6025,5939,5833,5877,5993,464,461,463,463,468,6007,5970,348169,81864,91174,82039,93093,Federal Government,2007
16559,16345,16578,16452,16406,16624,16830,8747,8738,8622,8863,8766,45001,11717,10512,11869,10901,Vermont,16803,16727,15887,16169,16610,16742,16049,16782,267,266,267,267,267,16904,17358,746022,192776,172468,197312,183466,State government,2007
31315,23067,29387,31229,31320,23857,31143,19987,20576,19529,19223,20620,33382,7857,9212,8073,8172,Vermont,31313,31374,31063,18991,30616,31249,32030,31086,834,834,834,833,833,31029,29514,980994,245365,288535,192590,254504,Local government,2007
299188,300923,302648,302141,302902,300931,304617,na,na,na,na,na,38326,9542,9329,9379,10071,Vermont,304627,302593,302628,297179,306224,301202,303294,302369,24966,24819,25037,25155,24853,306855,304691,11599229,2883025,2825845,2822449,3067910,Total Covered -  all ownerships,2008
245184,254864,250295,248272,249341,253767,249800,120754,120260,121445,120419,120893,37574,9430,9010,9191,9944,Vermont,249899,248625,248888,254967,253488,247302,249351,247477,23337,23194,23410,23524,23220,252025,251471,9404501,2341303,2246590,2332484,2484125,Private ownership,2008
52388,55980,53784,51626,54360,55908,53244,12910,12813,13257,13033,12536,46909,12065,11302,11313,12269,Vermont,51149,51515,52053,56352,55996,51309,54695,53462,4763,4709,4783,4833,4727,55122,55392,2522976,622875,614352,632503,653247,Goods Producing domain,2008
3069,3479,3192,2828,3335,3479,3127,799,694,951,870,679,33087,8407,7816,7885,9065,Vermont,2932,2777,2800,3526,3530,2907,3407,3073,438,429,436,441,445,3375,3431,105619,23776,26069,27429,28344,Natural Resources and Mining supersector,2008
2345,2701,2459,2153,2573,2702,2405,712,603,860,784,600,26924,6581,6454,6443,7485,Vermont,2249,2122,2130,2738,2741,2208,2634,2349,376,369,373,379,383,2617,2668,66194,14172,16609,17411,18002,"Agriculture, forestry, fishing and hunting",2008
724,778,734,675,762,776,722,87,91,91,86,79,53737,14235,12416,12905,14330,Vermont,683,655,670,788,789,699,773,724,62,60,63,62,62,758,763,39425,9604,9461,10018,10342,Mining,2008
14243,17331,15596,13619,15836,17232,15696,1839,1749,1933,1912,1760,41304,10104,9685,9935,11594,Vermont,14269,13459,14095,17461,17061,13303,16205,15878,3216,3167,3232,3274,3189,16942,16905,644182,137600,153381,171210,181990,Construction supersector,2008
35076,35170,34996,35179,35188,35197,34421,10273,10370,10373,10251,10097,50668,13119,12359,12327,12867,Vermont,33948,35279,35158,35365,35405,35099,35083,34511,1110,1113,1115,1118,1093,34805,35056,1773176,461499,434901,433863,442913,Manufacturing supersector,2008
25549,25412,25390,25668,25643,25509,24741,6845,7012,6922,6788,6659,54503,14231,13319,13196,13759,Vermont,24326,25810,25612,25749,25747,25583,25632,24807,727,730,732,734,710,25091,25365,1383848,365284,341543,336617,340404,Durable Goods manufacturing,2008
9527,9758,9606,9510,9545,9688,9680,3428,3358,3451,3463,3438,40530,10117,9781,10037,10590,Vermont,9622,9469,9546,9616,9658,9516,9451,9704,383,383,383,384,383,9714,9691,389328,96215,93358,97246,102509,Non-Durable Goods manufacturing,2008
192796,198884,196511,196646,194981,197859,196556,107845,107447,108188,107386,108357,35019,8739,8371,8592,9315,Vermont,198750,197110,196835,198615,197492,195993,194656,194015,18574,18485,18627,18691,18493,196903,196079,6881525,1718427,1632239,1699981,1830878,Service Providing domain,2008
58014,58810,58821,58451,58803,58631,59399,24486,24012,24572,24199,25162,32857,8112,7988,8093,8659,Vermont,59904,58504,58880,58747,59471,57970,58923,59380,5626,5623,5651,5655,5576,58913,58337,1932690,474129,469714,474500,514347,"Trade, Transportation, and Utilities supersector",2008
10282,10328,10259,10256,10325,10294,10162,2849,2852,2838,2853,2854,50403,12313,12041,12550,13512,Vermont,10101,10240,10239,10305,10378,10289,10314,10200,1450,1435,1454,1472,1439,10184,10248,517089,126282,124315,129190,137302,Wholesale trade,2008
39361,40199,40033,39771,39940,39964,40455,19246,18859,19406,18989,19731,25260,6121,6219,6264,6651,Vermont,40864,39854,40112,40249,40446,39346,40013,40435,3556,3571,3569,3561,3524,40066,39445,1011214,243416,248404,250331,269062,Retail trade,2008
6637,6471,6781,6707,6780,6581,7056,1957,1875,1886,1920,2148,36440,8942,9018,9152,9318,Vermont,7200,6691,6805,6382,6856,6625,6846,7024,571,569,579,571,564,6945,6890,247099,59977,61138,60230,65753,Transportation and warehousing,2008
1734,1812,1749,1718,1758,1792,1726,434,426,442,437,429,89952,25881,20392,19388,24467,Vermont,1739,1719,1724,1811,1791,1710,1750,1721,49,48,49,51,49,1718,1754,157289,44454,35857,34749,42229,Utilities,2008
5768,5828,5762,5793,5750,5797,5708,2737,2950,2699,2701,2598,44311,10915,10525,11324,11549,Vermont,5688,5802,5778,5801,5728,5799,5753,5717,499,500,501,506,488,5719,5763,255319,63230,60516,65652,65921,Information supersector,2008
12494,12845,12604,12566,12627,12768,12453,7771,7843,7854,7719,7668,56198,17391,12427,12507,13904,Vermont,12418,12581,12595,12830,12737,12522,12649,12399,1772,1773,1777,1776,1761,12543,12630,708302,218531,156915,159699,173156,Financial Activities supersector,2008
9324,9363,9305,9340,9340,9331,9208,6322,6406,6386,6266,6228,64771,20593,14099,14313,15758,Vermont,9181,9347,9346,9373,9343,9327,9353,9191,995,996,998,1001,984,9252,9258,602680,192342,131686,133557,145095,Finance and insurance,2008
3170,3482,3299,3226,3287,3437,3245,1450,1437,1468,1453,1440,32019,8118,7676,7606,8646,Vermont,3237,3234,3249,3457,3394,3195,3296,3208,777,777,779,775,777,3291,3372,105622,26189,25229,26142,28061,Real estate and rental and leasing,2008
22404,23382,22765,21794,23058,23355,22851,9679,9460,9876,9738,9642,48105,11741,11240,11477,13652,Vermont,22497,21899,21754,23534,23496,21729,23275,22728,4261,4181,4273,4317,4274,23328,23149,1095084,255886,259180,268055,311964,Professional and Business Services supersector,2008
13431,13524,13509,13478,13497,13471,13589,6390,6385,6424,6362,6390,59673,13984,13972,14222,17475,Vermont,13634,13589,13479,13543,13604,13366,13456,13505,2923,2898,2930,2954,2908,13629,13346,806111,188483,188578,191580,237470,Professional and technical services,2008
282,248,274,267,292,256,282,130,120,138,119,142,58677,16320,13197,13089,16060,Vermont,297,275,253,267,293,274,301,290,35,33,34,35,39,260,252,16097,4363,3853,3346,4534,Management of companies and enterprises,2008
8691,9610,8981,8049,9269,9628,8979,3159,2955,3314,3257,3110,30382,7832,7201,7595,7791,Vermont,8566,8035,8022,9724,9599,8089,9518,8933,1304,1250,1309,1328,1327,9439,9551,272877,63040,66748,73128,69960,Administrative and waste services,2008
54711,54796,54957,54280,54838,54939,55770,41483,41155,41312,41540,41923,37470,9111,8996,9417,9933,Vermont,55796,54280,53886,54854,54599,54673,55203,55694,2248,2237,2245,2256,2254,55820,55166,2059204,494518,493331,517370,553984,Education and Health Services supersector,2008
9733,8952,9476,9637,9389,9144,9733,5543,5717,5264,5461,5731,39051,9513,9542,10523,9510,Vermont,9760,9744,9418,9024,8963,9750,9470,9742,344,336,340,347,351,9696,9457,370040,91680,89582,96224,92553,Educational services,2008
44978,45844,45481,44642,45449,45794,46037,35939,35438,36048,36079,36192,37140,9024,8884,9196,10023,Vermont,46036,44536,44468,45830,45636,44923,45733,45952,1905,1901,1905,1909,1903,46124,45709,1689164,402838,403749,421146,461431,Health care and social assistance,2008
30510,34282,32722,34989,30923,33422,31554,17022,17361,17101,16916,16710,17902,4368,4277,4575,4684,Vermont,33632,35315,35142,33804,32371,34509,29887,29314,2163,2163,2168,2169,2150,31716,32181,585794,152830,132251,152906,147807,Leisure and Hospitality supersector,2008
3343,4695,3901,3594,3881,4615,3513,1919,1768,2108,2080,1720,20293,4629,4840,4945,5954,Vermont,3492,3602,3638,4755,4414,3541,3887,3150,400,400,398,400,403,3897,4396,79161,16636,18787,22822,20916,"Arts, entertainment, and recreation",2008
27167,29587,28821,31395,27041,28807,28041,15103,15593,14993,14836,14990,17579,4338,4196,4516,4525,Vermont,30140,31713,31504,29049,27957,30968,26000,26164,1762,1763,1770,1769,1747,27819,27785,506633,136194,113465,130083,126891,Accommodation and food services,2008
8895,8941,8881,8773,8984,8946,8821,4667,4666,4774,4573,4654,27602,6759,6716,6908,7222,Vermont,8815,8729,8800,9045,9090,8791,8966,8783,2006,2008,2012,2012,1990,8864,8853,245132,59303,60331,61799,63699,"Other services, except public administration supersector",2008
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Vermont,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Unspecified industry supersector,2008
6063,6280,6203,6010,6141,6272,6391,na,na,na,na,na,60158,13907,16240,13832,16136,Vermont,6366,5967,6047,6307,6181,6017,6178,6374,470,468,468,470,474,6434,6228,373189,83587,99722,86747,103132,Federal Government,2008
16711,16179,16596,16908,16317,16401,16760,8750,8975,8419,8820,8784,47848,12029,11056,12459,12291,Vermont,16604,16954,16754,16167,16094,17015,16145,16759,324,322,322,325,325,16917,16856,794097,203374,180391,204343,205989,State government,2008
31230,23600,29553,30951,31104,24491,31665,20158,20403,19627,19640,20963,34766,8231,9618,8120,8674,Vermont,31758,31047,30939,19738,30461,30868,31620,31759,836,835,837,836,834,31479,30136,1027441,254761,299142,198875,274664,Local government,2008
288349,289281,292370,293718,291728,289101,295147,na,na,na,na,na,38767,9353,9425,9534,10457,Vermont,296622,295092,294615,285157,294221,291448,292613,292636,24700,24939,24624,24589,24337,296182,292864,11334202,2747127,2749601,2756163,3086331,Total Covered -  all ownerships,2009
233238,243423,239759,239710,237089,242012,240361,117451,117101,117548,116475,118725,37949,9232,9088,9306,10330,Vermont,242333,240502,241381,242821,240761,237247,237268,237715,23061,23287,22989,22956,22699,241034,239792,9098661,2213098,2154725,2252050,2482867,Private ownership,2009
46460,50020,48115,46750,47894,49676,48207,11401,11385,11478,11359,11394,47695,12150,11279,11449,12847,Vermont,47155,46771,47661,49562,49030,45819,48191,48212,4610,4668,4603,4582,4483,49254,49445,2294841,568017,540192,568720,619334,Goods Producing domain,2009
3062,3422,3161,2803,3285,3407,3164,806,727,919,839,741,33157,8181,8107,7946,8932,Vermont,3015,2765,2791,3451,3468,2854,3324,3156,449,447,447,452,449,3321,3347,104814,22934,26628,27070,28262,Natural Resources and Mining supersector,2009
2396,2736,2512,2223,2595,2720,2525,721,639,828,756,662,27389,6691,6662,6666,7365,Vermont,2416,2199,2208,2759,2759,2261,2629,2502,386,382,384,389,387,2657,2666,68806,14872,17285,18133,18596,"Agriculture, forestry, fishing and hunting",2009
666,686,649,581,690,686,639,85,88,91,83,79,55483,13884,13540,13022,15127,Vermont,599,566,583,692,709,593,695,654,63,65,63,63,62,664,681,36008,8062,9343,8938,9666,Mining,2009
12433,15540,13739,11752,13747,15333,14163,1622,1516,1710,1661,1600,41672,10022,9739,10203,11668,Vermont,13161,11604,12268,15271,14828,11385,13981,14295,3083,3128,3080,3061,2976,15034,15189,572521,117787,133883,156449,165261,Construction supersector,2009
30965,31058,31215,32195,30862,30936,30880,8974,9142,8849,8859,9053,51819,13272,12303,12452,13789,Vermont,30979,32402,32602,30840,30734,31580,30886,30761,1078,1093,1076,1069,1058,30899,30909,1617506,427297,379681,385200,425810,Manufacturing supersector,2009
22105,21940,22251,23299,21952,21861,21894,5813,6049,5702,5639,5863,56141,14476,13321,13441,14893,Vermont,22021,23519,23602,21785,21775,22776,21976,21790,702,711,703,696,687,21872,21858,1249175,337273,292421,293844,326061,Durable Goods manufacturing,2009
8860,9118,8964,8896,8910,9075,8985,3161,3093,3147,3220,3190,41090,10120,9794,10067,11101,Vermont,8958,8883,9000,9055,8959,8804,8910,8971,376,382,373,373,371,9027,9051,368331,90023,87261,91356,99749,Non-Durable Goods manufacturing,2009
